,ID,Count
84,18372,325.8707859345558
85,18373,288.2073048109737
86,18374,308.1638159986364
87,18375,304.2714562393963
88,18376,296.50540511304683
89,18377,303.4127102013864
90,18378,310.88006705364546
91,18379,329.87515604657966
92,18380,316.998632574465
93,18381,295.88468107470237
94,18382,296.9581136222147
95,18383,289.93879818109133
96,18384,261.6740777818417
97,18385,208.8296041552984
98,18386,176.73416619591768
99,18387,146.02912753382105
100,18388,122.91315794586373
101,18389,110.02755108039798
102,18390,118.30949472074255
103,18391,137.2077647681089
104,18392,158.00330208401024
105,18393,204.1747891165648
106,18394,289.80292510382003
107,18395,321.2845412998513
108,18396,324.6884619875168
109,18397,287.16163145546767
110,18398,307.0457364560926
111,18399,303.1674989512934
112,18400,295.42962460119065
113,18401,302.31186861450317
114,18402,309.7521324126788
115,18403,328.6783034492885
116,18404,315.84849856230875
117,18405,294.8111526729669
118,18406,295.8806905939547
119,18407,288.8868426236698
120,18408,410.1414367149399
121,18409,327.3143239976281
122,18410,277.0087333627383
123,18411,228.88241998079445
124,18412,192.6510245814846
125,18413,172.45444509013703
126,18414,185.4353574229015
127,18415,215.05603553651943
128,18416,247.65044314579615
129,18417,320.01848275950533
130,18418,454.22989190915155
131,18419,503.5733935895636
132,18420,508.908614155304
133,18421,450.0899939838231
134,18422,481.25584526675425
135,18423,475.17719232709925
136,18424,463.0490406585312
137,18425,473.83609863297863
138,18426,485.4977829296785
139,18427,515.1621923594093
140,18428,495.0530755002866
141,18429,462.0796631513674
142,18430,463.7560302690181
143,18431,452.7940470301206
144,18432,400.4943852516493
145,18433,319.61547222208327
146,18434,270.49313345667804
147,18435,223.4988125543352
148,18436,188.11962594134917
149,18437,168.39809584587846
150,18438,181.07368050846733
151,18439,209.99764236627755
152,18440,241.8253877964272
153,18441,312.49123850661397
154,18442,443.545823558218
155,18443,491.72870293257233
156,18444,496.9384322829458
157,18445,439.50330133005946
158,18446,469.9360919068307
159,18447,464.00041666337256
160,18448,452.1575346428517
161,18449,462.69086720918017
162,18450,474.0782537673731
163,18451,503.04491832477675
164,18452,483.40879362849205
165,18453,451.2109581352014
166,18454,452.84789495294166
167,18455,442.14375158824066
168,18456,415.42924274644616
169,18457,331.5342698545886
170,18458,280.5801073326244
171,18459,231.83331870142624
172,18460,195.13480495226887
173,18461,174.67783822547025
174,18462,187.82610879220744
175,18463,217.82867565532854
176,18464,250.84331123896007
177,18465,324.1443659594155
178,18466,460.08611453655953
179,18467,510.06578423718236
180,18468,515.4697898828038
181,18469,455.89284239624146
182,18470,487.4605037906085
183,18471,481.3034809648596
184,18472,469.0189653988573
185,18473,479.9450970320804
186,18474,491.75713123015953
187,18475,521.8039932215237
188,18476,501.4356167512102
189,18477,468.0370900561413
190,18478,469.7350699721153
191,18479,458.6317578259212
192,18480,396.0596808656003
193,18481,316.076346110186
194,18482,267.4979426886909
195,18483,221.02399342874708
196,18484,186.03656320442772
197,18485,166.53341109185686
198,18486,179.0686380541409
199,18487,207.67232271148012
200,18488,239.14763712772572
201,18489,309.03099956934057
202,18490,438.63440736467663
203,18491,486.28375409946693
204,18492,491.4357957257399
205,18493,434.6366482885526
206,18494,464.73245429120607
207,18495,458.8625052252068
208,18496,447.15076032613877
209,18497,457.5674565104059
210,18498,468.8287496825867
211,18499,497.47466418932174
212,18500,478.0559717755418
213,18501,446.21466533120065
214,18502,447.8334762247017
215,18503,437.2478606428521
216,18504,381.632341178261
217,18505,304.56257424000125
218,18506,257.75374535863295
219,18507,212.97271129550995
220,18508,179.2597747018731
221,18509,160.46706754014133
222,18510,172.5456714575158
223,18511,200.10740437172615
224,18512,230.4361616533083
225,18513,297.77386984848454
226,18514,422.6561901935316
227,18515,468.5698053089857
228,18516,473.53417255632894
229,18517,418.80405823111244
230,18518,447.80355870876133
231,18519,442.1474353695754
232,18520,430.86231638107984
233,18521,440.8995616352705
234,18522,451.750637585747
235,18523,479.3530620347718
236,18524,460.6417379426682
237,18525,429.96032069269586
238,18526,431.520162860577
239,18527,421.3201514671294
240,18528,266.3401890346275
241,18529,212.55340505343787
242,18530,179.88564871428164
243,18531,148.63308494907614
244,18532,125.10491677145437
245,18533,111.98953676336937
246,18534,120.41916209516279
247,18535,139.65442169561635
248,18536,160.82078019296597
249,18537,207.8155864362987
250,18538,294.97062341532245
251,18539,327.01361246430656
252,18540,330.47823107344345
253,18541,292.28223083336934
254,18542,312.520904566524
255,18543,308.5735112331631
256,18544,300.697656908568
257,18545,307.7026234953472
258,18546,315.2755603459195
259,18547,334.5392184595628
260,18548,321.48063547785677
261,18549,300.0681565328638
262,18550,301.1567662051335
263,18551,294.0382055655959
264,18552,265.38732632251583
265,18553,211.79297075795324
266,18554,179.24208708084907
267,18555,148.10133296321385
268,18556,124.65733951799729
269,18557,111.58888129295289
270,18558,119.9883486689198
271,18559,139.1547919120016
272,18560,160.24542532318827
273,18561,207.07210223277497
274,18562,293.91533202561686
275,18563,325.8436835895107
276,18564,329.2959071264045
277,18565,291.23655747786336
278,18566,311.40282502398014
279,18567,307.4695539450603
280,18568,299.62187639671185
281,18569,306.601781908464
282,18570,314.1476257049528
283,18571,333.3423658622716
284,18572,320.33050146570065
285,18573,298.99462813112825
286,18574,300.0793431768736
287,18575,292.98625000817424
288,18576,413.854685255614
289,18577,330.2776906002829
290,18578,279.51665424766975
291,18579,230.95462541018722
292,18580,194.39520615361812
293,18581,174.01577530269196
294,18582,187.11421137107877
295,18583,217.00306268041214
296,18584,249.89256638497415
297,18585,322.91579587571545
298,18586,458.3422988309483
299,18587,508.13253587922304
300,18588,513.5160592941918
301,18589,454.1649200062187
302,18590,485.6129338346418
303,18591,479.47924732086614
304,18592,467.2412924540525
305,18593,478.12601192693944
306,18594,489.8932762219526
307,18595,519.8262547723925
308,18596,499.5350784036785
309,18597,466.2631386095288
310,18598,467.95468285193704
311,18599,456.89345441462507
312,18600,404.20763379232335
313,18601,322.5788388247381
314,18602,273.00105434160946
315,18603,225.57101798372793
316,18604,189.86380751348273
317,18605,169.95942605843337
318,18606,182.75253445664458
319,18607,211.94466951017023
320,18608,244.0675110356052
321,18609,315.38855162282414
322,18610,447.6582304800147
323,18611,496.2878452222318
324,18612,501.54587742183355
325,18613,443.5782273524552
326,18614,474.29318047471827
327,18615,468.30247165713934
328,18616,456.349786438373
329,18617,466.980780503141
330,18618,478.47374705964705
331,18619,507.70898073775993
332,18620,487.8907965318839
333,18621,455.3944335933628
334,18622,457.04654753586055
335,18623,446.2431589727452
336,18624,419.14249128712027
337,18625,334.49763645724346
338,18626,283.0880282175558
339,18627,233.905524130819
340,18628,196.87898652440242
341,18629,176.23916843802516
342,18630,189.50496274038468
343,18631,219.77570279922122
344,18632,253.08543447813807
345,18633,327.04167907562567
346,18634,464.19852145835637
347,18635,514.6249265268418
348,18636,520.0772350216914
349,18637,459.9677684186372
350,18638,491.8175923584961
351,18639,485.6055359586265
352,18640,473.21121719437843
353,18641,484.2350103260413
354,18642,496.1526245224335
355,18643,526.4680556345068
356,18644,505.91761965460205
357,18645,472.22056551430273
358,18646,473.93372255503414
359,18647,462.7311652104258
360,18648,399.77292940627444
361,18649,319.03971271284087
362,18650,270.00586357362226
363,18651,223.09619885813981
364,18652,187.78074477656125
365,18653,168.09474130441177
366,18654,180.74749200231815
367,18655,209.6193498553728
368,18656,241.38976036690372
369,18657,311.92831268555074
370,18658,442.7468142864735
371,18659,490.8428963891264
372,18660,496.04324086462753
373,18661,438.7115743109482
374,18662,469.08954285909374
375,18663,463.1645602189737
376,18664,451.3430121216599
377,18665,461.8573698043667
378,18666,473.22424297486066
379,18667,502.1387266023049
380,18668,482.53797467893367
381,18669,450.39814078936206
382,18670,452.03212880762055
383,18671,441.3472680273567
384,18672,385.345589718935
385,18673,307.52594084265604
386,18674,260.2616662435643
387,18675,215.0449167249027
388,18676,181.0039562740066
389,18677,162.0283977526962
390,18678,174.22452540569304
391,18679,202.05443151561883
392,18680,232.6782848924863
393,18681,300.6711829646947
394,18682,426.76859711532836
395,18683,473.128947598645
396,18684,478.1416176952165
397,18685,422.87898425350807
398,18686,452.1606472766489
399,18687,446.44949036334225
400,18688,435.0545681766009
401,18689,445.1894749292313
402,18690,456.1461308780209
403,18691,484.0171244477549
404,18692,465.12374084606006
405,18693,434.14379615085716
406,18694,435.71881544349577
407,18695,425.41955885163384
408,18696,270.0534375753016
409,18697,215.51677165609271
410,18698,182.39356959921307
411,18699,150.7052903784689
412,18700,126.84909834358788
413,18701,113.55086697592427
414,18702,122.09801604334007
415,18703,141.60144883950903
416,18704,163.062903432144
417,18705,210.71289955250887
418,18706,299.0830303371193
419,18707,331.57275475396597
420,18708,335.0856762123312
421,18709,296.35715685576497
422,18710,316.87799313441155
423,18711,312.87556622693
424,18712,304.8899087040891
425,18713,311.9925367893081
426,18714,319.6710536381935
427,18715,339.2032808725459
428,18716,325.96263838124867
429,18717,304.25163199102514
430,18718,305.3554187880524
431,18719,298.13761295010045
432,18720,269.1005748631899
433,18721,214.75633736060803
434,18722,181.7500079657805
435,18723,150.1735383926066
436,18724,126.4015210901308
437,18725,113.15021150550781
438,18726,121.66720261709705
439,18727,141.1018190558943
440,18728,162.48754856236627
441,18729,209.9694153489851
442,18730,298.0277389474137
443,18731,330.40282587917017
444,18732,333.9033522652922
445,18733,295.311483500259
446,18734,315.75991359186776
447,18735,311.7716089388271
448,18736,303.81412819223294
449,18737,310.8916952024248
450,18738,318.5431189972268
451,18739,338.00642827525473
452,18740,324.8125043690925
453,18741,303.17810358928966
454,18742,304.2779957597925
455,18743,297.0856573926788
456,18744,417.56793379628806
457,18745,333.2410572029378
458,18746,282.02457513260117
459,18747,233.02683083957993
460,18748,196.13938772575162
461,18749,175.57710551524687
462,18750,188.79306531925602
463,18751,218.95008982430483
464,18752,252.13468962415214
465,18753,325.8131089919257
466,18754,462.4547057527452
467,18755,512.6916781688825
468,18756,518.1235044330795
469,18757,458.23984602861447
470,18758,489.9700224025294
471,18759,483.78130231463297
472,18760,471.43354424957363
473,18761,482.41592522090025
474,18762,494.2887695142266
475,18763,524.4903171853756
476,18764,504.0170813070704
477,18765,470.44661406769023
478,18766,472.1533354348559
479,18767,460.9928617991296
480,18768,407.9208823329975
481,18769,325.54220542739296
482,18770,275.5089752265409
483,18771,227.64322341312072
484,18772,191.60798908561625
485,18773,171.52075627098827
486,18774,184.43138840482183
487,18775,213.89169665406294
488,18776,246.3096342747832
489,18777,318.2858647390343
490,18778,451.7706374018116
491,18779,500.84698751189126
492,18780,506.1533225607212
493,18781,447.65315337485083
494,18782,478.6502690426058
495,18783,472.6045266509062
496,18784,460.5420382338941
497,18785,471.2706937971019
498,18786,482.8692403519211
499,18787,512.373043150743
500,18788,492.37279943527574
501,18789,459.57790905152416
502,18790,461.24520011877945
503,18791,450.34256635724967
504,18792,422.8557398277943
505,18793,337.4610030598983
506,18794,285.5959491024872
507,18795,235.97772956021174
508,18796,198.62316809653595
509,18797,177.80049865058007
510,18798,191.18381668856196
511,18799,221.72272994311393
512,18800,255.32755771731607
513,18801,329.93899219183584
514,18802,468.3109283801532
515,18803,519.1840688165012
516,18804,524.6846801605791
517,18805,464.04269444103284
518,18806,496.1746809263837
519,18807,489.9075909523934
520,18808,477.4034689898997
521,18809,488.5249236200021
522,18810,500.5481178147075
523,18811,531.1321180474898
524,18812,510.39962255799384
525,18813,476.40404097246414
526,18814,478.1323751379531
527,18815,466.83057259493035
528,18816,403.4861779469486
529,18817,322.00307931549565
530,18818,272.5137844585537
531,18819,225.1684042875326
532,18820,189.52492634869478
533,18821,169.65607151696668
534,18822,182.4263459504954
535,18823,211.56637699926551
536,18824,243.63188360608171
537,18825,314.82562580176085
538,18826,446.85922120827036
539,18827,495.40203867878586
540,18828,500.65068600351526
541,18829,442.78650033334384
542,18830,473.4466314269813
543,18831,467.4666152127405
544,18832,455.53526391718106
545,18833,466.1472830983276
546,18834,477.6197362671346
547,18835,506.802789015288
548,18836,487.0199775823255
549,18837,454.5816162475234
550,18838,456.2307813905395
551,18839,445.4466754118612
552,18840,389.05883825960916
553,18841,310.4893074453109
554,18842,262.76958712849574
555,18843,217.11712215429546
556,18844,182.74813784614014
557,18845,163.58972796525111
558,18846,175.9033793538703
559,18847,204.0014586595115
560,18848,234.9204081316643
561,18849,303.5684960809048
562,18850,430.8810040371252
563,18851,477.6880898883045
564,18852,482.74906283410417
565,18853,426.9539102759037
566,18854,456.51773584453656
567,18855,450.7515453571091
568,18856,439.2468199721221
569,18857,449.47938822319213
570,18858,460.5416241702949
571,18859,488.681186860738
572,18860,469.6057437494519
573,18861,438.32727160901857
574,18862,439.91746802641467
575,18863,429.51896623613834
576,18864,273.7666861159757
577,18865,218.4801382587475
578,18866,184.90149048414446
579,18867,152.77749580786164
580,18868,128.5932799157214
581,18869,115.11219718847917
582,18870,123.7768699915173
583,18871,143.54847598340172
584,18872,165.30502667132197
585,18873,213.61021266871904
586,18874,303.19543725891606
587,18875,336.1318970436254
588,18876,339.6931213512188
589,18877,300.4320828781606
590,18878,321.2350817022991
591,18879,317.17762122069684
592,18880,309.08216049961027
593,18881,316.2824500832689
594,18882,324.06654693046744
595,18883,343.86734328552905
596,18884,330.4446412846405
597,18885,308.4351074491865
598,18886,309.55407137097126
599,18887,302.2370203346049
600,18888,272.813823403864
601,18889,217.71970396326287
602,18890,184.2579288507119
603,18891,152.24574382199933
604,18892,128.14570266226434
605,18893,114.7115417180627
606,18894,123.34605656527432
607,18895,143.04884619978702
608,18896,164.72967180154427
609,18897,212.86672846519525
610,18898,302.14014586921047
611,18899,334.96196816882957
612,18900,338.51079740417987
613,18901,299.3864095226546
614,18902,320.1170021597554
615,18903,316.073663932594
616,18904,308.00637998775414
617,18905,315.18160849638565
618,18906,322.93861228950084
619,18907,342.6704906882379
620,18908,329.29450727248434
621,18909,307.3615790474511
622,18910,308.47664834271137
623,18911,301.18506477718336
624,18912,421.28118233696216
625,18913,336.20442380559257
626,18914,284.5324960175326
627,18915,235.09903626897272
628,18916,197.88356929788517
629,18917,177.13843572780178
630,18918,190.4719192674333
631,18919,220.8971169681975
632,18920,254.3768128633302
633,18921,328.71042210813584
634,18922,466.56711267454205
635,18923,517.250820458542
636,18924,522.7309495719671
637,18925,462.3147720510101
638,18926,494.327110970417
639,18927,488.08335730839985
640,18928,475.6257960450948
641,18929,486.70583851486117
642,18930,498.68426280650056
643,18931,529.1543795983587
644,18932,508.49908421046223
645,18933,474.6300895258516
646,18934,476.35198801777483
647,18935,465.09226918363413
648,18936,411.6341308736716
649,18937,328.5055720300478
650,18938,278.0168961114723
651,18939,229.71542884251343
652,18940,193.35217065774975
653,18941,173.0820864835432
654,18942,186.11024235299908
655,18943,215.83872379795562
656,18944,248.55175751396126
657,18945,321.1831778552445
658,18946,455.8830443236085
659,18947,505.40612980155066
660,18948,510.7607676996089
661,18949,451.72807939724646
662,18950,483.0073576104935
663,18951,476.906581644673
664,18952,464.73429002941526
665,18953,475.5606070910627
666,18954,487.26473364419513
667,18955,517.0371055637261
668,18956,496.85480233866764
669,18957,463.7613845096855
670,18958,465.44385270169835
671,18959,454.44197374175417
672,18960,426.56898836846847
673,18961,340.4243696625531
674,18962,288.1038699874186
675,18963,238.04993498960448
676,18964,200.36734966866945
677,18965,179.36182886313497
678,18966,192.8626706367392
679,18967,223.66975708700662
680,18968,257.5696809564941
681,18969,332.836305308046
682,18970,472.42333530195003
683,18971,523.7432111061606
684,18972,529.2921252994669
685,18973,468.11762046342847
686,18974,500.53176949427126
687,18975,494.2096459461602
688,18976,481.5957207854208
689,18977,492.8148369139629
690,18978,504.94361110698156
691,18979,535.796180460473
692,18980,514.8816254613857
693,18981,480.5875164306255
694,18982,482.33102772087193
695,18983,470.92997997943485
696,18984,407.1994264876227
697,18985,324.9664459181505
698,18986,275.0217053434851
699,18987,227.24060971692532
700,18988,191.26910792082833
701,18989,171.21740172952158
702,18990,184.10519989867268
703,18991,213.5134041431582
704,18992,245.87400684525977
705,18993,317.722938917971
706,18994,450.97162813006713
707,18995,499.96118096844526
708,18996,505.258131142403
709,18997,446.8614263557395
710,18998,477.80371999486897
711,18999,471.7686702065074
712,19000,459.72751571270226
713,19001,470.4371963922884
714,19002,482.0152295594086
715,19003,511.46685142827107
716,19004,491.50198048571735
717,19005,458.76509170568477
718,19006,460.42943397345834
719,19007,449.5460827963657
720,19008,392.7720868002833
721,19009,313.45267404796573
722,19010,265.2775080134271
723,19011,219.18932758368823
724,19012,184.49231941827367
725,19013,165.15105817780605
726,19014,177.58223330204754
727,19015,205.94848580340425
728,19016,237.1625313708423
729,19017,306.465809197115
730,19018,434.993410958922
731,19019,482.24723217796395
732,19020,487.35650797299195
733,19021,431.0288362982993
734,19022,460.8748244124241
735,19023,455.05360035087597
736,19024,443.43907176764327
737,19025,453.769301517153
738,19026,464.93711746256895
739,19027,493.34524927372115
740,19028,474.08774665284375
741,19029,442.51074706718
742,19030,444.11612060933356
743,19031,433.6183736206429
744,19032,277.47993465664985
745,19033,221.4435048614024
746,19034,187.40941136907588
747,19035,154.84970123725444
748,19036,130.33746148785497
749,19037,116.67352740103411
750,19038,125.4557239396946
751,19039,145.49550312729446
752,19040,167.54714991050002
753,19041,216.50752578492921
754,19042,307.30784418071295
755,19043,340.69103933328483
756,19044,344.3005664901066
757,19045,304.50700890055634
758,19046,325.5921702701868
759,19047,321.4796762144638
760,19048,313.27441229513147
761,19049,320.57236337722975
762,19050,328.4620402227415
763,19051,348.53140569851223
764,19052,334.9266441880324
765,19053,312.6185829073479
766,19054,313.75272395389027
767,19055,306.33642771910945
768,19056,276.5270719445381
769,19057,220.68307056591772
770,19058,186.76584973564331
771,19059,154.3179492513921
772,19060,129.88988423439787
773,19061,116.27287193061764
774,19062,125.02491051345157
775,19063,144.9958733436797
776,19064,166.9717950407223
777,19065,215.76404158140542
778,19066,306.2525527910073
779,19067,339.521110458489
780,19068,343.1182425430676
781,19069,303.46133554505025
782,19070,324.474090727643
783,19071,320.37571892636083
784,19072,312.1986317832753
785,19073,319.4715217903465
786,19074,327.33410558177485
787,19075,347.334553101221
788,19076,333.7765101758762
789,19077,311.54505450561237
790,19078,312.67530092563027
791,19079,305.28447216168786
792,19080,424.9944308776363
793,19081,339.1677904082474
794,19082,287.04041690246396
795,19083,237.17124169836546
796,19084,199.6277508700187
797,19085,178.69976594035668
798,19086,192.1507732156105
799,19087,222.84414411209025
800,19088,256.6189361025082
801,19089,331.60773522434596
802,19090,470.6795195963388
803,19091,521.8099627482013
804,19092,527.3383947108548
805,19093,466.3896980734057
806,19094,498.6841995383046
807,19095,492.38541230216674
808,19096,479.8180478406159
809,19097,490.995751808822
810,19098,503.0797560987745
811,19099,533.8184420113419
812,19100,512.9810871138541
813,19101,478.81356498401294
814,19102,480.55064060069367
815,19103,469.19167656813863
816,19104,415.34737941434565
817,19105,331.4689386327026
818,19106,280.52481699640373
819,19107,231.7876342719062
820,19108,195.0963522298833
821,19109,174.6434166960981
822,19110,187.78909630117636
823,19111,217.78575094184833
824,19112,250.79388075313926
825,19113,324.0804909714546
826,19114,459.9954512454052
827,19115,509.96527209121
828,19116,515.3682128384967
829,19117,455.8030054196421
830,19118,487.36444617838106
831,19119,481.2086366384399
832,19120,468.9265418249364
833,19121,479.8505203850236
834,19122,491.66022693646914
835,19123,521.7011679767093
836,19124,501.3368052420594
837,19125,467.9448599678468
838,19126,469.64250528461724
839,19127,458.5413811262587
840,19128,430.2822369091426
841,19129,343.38773626520793
842,19130,290.61179087235
843,19131,240.12214041899728
844,19132,202.111531240803
845,19133,180.92315907568988
846,19134,194.54152458491646
847,19135,225.61678423089933
848,19136,259.8118041956721
849,19137,335.7336184242562
850,19138,476.53574222374687
851,19139,528.30235339582
852,19140,533.8995704383544
853,19141,472.1925464858241
854,19142,504.8888580621589
855,19143,498.5117009399271
856,19144,485.787972580942
857,19145,497.10475020792376
858,19146,509.3391043992556
859,19147,540.4602428734561
860,19148,519.3636283647776
861,19149,484.77099188878685
862,19150,486.5296803037909
863,19151,475.02938736393935
864,19152,410.91267502829675
865,19153,327.9298125208053
866,19154,277.5296262284165
867,19155,229.31281514631803
868,19156,193.0132894929618
869,19157,172.7787319420765
870,19158,185.7840538468499
871,19159,215.46043128705088
872,19160,248.1161300844377
873,19161,320.62025203418114
874,19162,455.0840350518639
875,19163,504.5203232581046
876,19164,509.86557628129054
877,19165,450.9363523781351
878,19166,482.1608085627564
879,19167,476.0707252002742
880,19168,463.91976750822334
881,19169,474.7271096862492
882,19170,486.41072285168264
883,19171,516.1309138412541
884,19172,495.9839833891092
885,19173,462.94856716384606
886,19174,464.6280865563772
887,19175,453.6454901808702
888,19176,396.48533534095736
889,19177,316.4160406506206
890,19178,267.78542889835853
891,19179,221.26153301308096
892,19180,186.2365009904072
893,19181,166.71238839036096
894,19182,179.2610872502248
895,19183,207.89551294729694
896,19184,239.4046546100203
897,19185,309.36312231332516
898,19186,439.10581788071886
899,19187,486.80637446762336
900,19188,491.96395311187956
901,19189,435.10376232069507
902,19190,465.2319129803117
903,19191,459.35565534464274
904,19192,447.6313235631644
905,19193,458.0592148111138
906,19194,469.3326107548429
907,19195,498.00931168670434
908,19196,478.5697495562356
909,19197,446.69422252534133
910,19198,448.31477319225246
911,19199,437.71778100514746
912,19200,281.1931831973239
913,19201,224.4068714640572
914,19202,189.91733225400725
915,19203,156.92190666664715
916,19204,132.08164305998847
917,19205,118.23485761358899
918,19206,127.13457788787183
919,19207,147.44253027118714
920,19208,169.789273149678
921,19209,219.40483890113933
922,19210,311.4202511025097
923,19211,345.2501816229442
924,19212,348.90801162899425
925,19213,308.5819349229519
926,19214,329.94925883807434
927,19215,325.7817312082305
928,19216,317.4666640906526
929,19217,324.86227667119056
930,19218,332.85753351501546
931,19219,353.19546811149525
932,19220,339.4086470914242
933,19221,316.8020583655092
934,19222,317.95137653680905
935,19223,310.43583510361395
936,19224,280.2403204852122
937,19225,223.64643716857256
938,19226,189.27377062057468
939,19227,156.39015468078483
940,19228,131.6340658065314
941,19229,117.83420214317253
942,19230,126.70376446162885
943,19231,146.94290048757242
944,19232,169.2139182799003
945,19233,218.6613546976156
946,19234,310.36495971280414
947,19235,344.0802527481484
948,19236,347.72568768195526
949,19237,307.53626156744593
950,19238,328.83117929553055
951,19239,324.6777739201277
952,19240,316.39088357879643
953,19241,323.7614350843073
954,19242,331.72959887404886
955,19243,351.9986155142041
956,19244,338.258513079268
957,19245,315.7285299637738
958,19246,316.87395350854916
959,19247,309.38387954619236
960,19248,428.7076794183105
961,19249,342.13115701090226
962,19250,289.5483377873954
963,19251,239.2434471277582
964,19252,201.3719324421522
965,19253,180.2610961529116
966,19254,193.8296271637878
967,19255,224.79117125598293
968,19256,258.8610593416862
969,19257,334.50504834055613
970,19258,474.7919265181357
971,19259,526.3691050378608
972,19260,531.9458398497426
973,19261,470.46462409580135
974,19262,503.04128810619216
975,19263,496.6874672959335
976,19264,484.01029963613706
977,19265,495.2856651027829
978,19266,507.4752493910486
979,19267,538.482504424325
980,19268,517.4630900172459
981,19269,482.99704044217435
982,19270,484.7492931836126
983,19271,473.2910839526432
984,19272,419.06062795501975
985,19273,334.4323052353575
986,19274,283.0327378813351
987,19275,233.85983970129897
988,19276,196.84053380201686
989,19277,176.20474690865302
990,19278,189.46795024935363
991,19279,219.73277808574102
992,19280,253.03600399231726
993,19281,326.97780408766477
994,19282,464.1078581672021
995,19283,514.5244143808694
996,19284,519.9756579773843
997,19285,459.8779314420378
998,19286,491.7215347462687
999,19287,485.5106916322068
1000,19288,473.11879362045755
1001,19289,484.1404336789844
1002,19290,496.0557202287432
1003,19291,526.3652303896924
1004,19292,505.81880814545127
1005,19293,472.1283354260082
1006,19294,473.84115786753614
1007,19295,462.6407885107633
1008,19296,433.9954854498167
1009,19297,346.3511028678628
1010,19298,293.11971175728144
1011,19299,242.19434584839
1012,19300,203.85571281293653
1013,19301,182.48448928824482
1014,19302,196.2203785330937
1015,19303,227.563811374792
1016,19304,262.0539274348501
1017,19305,338.6309315404663
1018,19306,480.64814914554364
1019,19307,532.8614956854794
1020,19308,538.5070155772422
1021,19309,476.2674725082198
1022,19310,509.24594663004643
1023,19311,502.813755933694
1024,19312,489.98022437646307
1025,19313,501.39466350188457
1026,19314,513.7345976915295
1027,19315,545.1243052864393
1028,19316,523.8456312681694
1029,19317,488.95446734694815
1030,19318,490.7283328867097
1031,19319,479.1287947484439
1032,19320,414.62592356897085
1033,19321,330.8931791234602
1034,19322,280.03754711334796
1035,19323,231.38502057571085
1036,19324,194.75747106509536
1037,19325,174.3400621546314
1038,19326,187.4629077950272
1039,19327,217.40745843094362
1040,19328,250.35825332361577
1041,19329,323.5175651503913
1042,19330,459.19644197366074
1043,19331,509.07946554776413
1044,19332,514.4730214201784
1045,19333,455.0112784005308
1046,19334,486.51789713064414
1047,19335,480.37278019404107
1048,19336,468.11201930374455
1049,19337,479.0170229802101
1050,19338,490.8062161439567
1051,19339,520.7949762542373
1052,19340,500.46598629250116
1053,19341,467.1320426220076
1054,19342,468.82673913929614
1055,19343,457.7448975653747
1056,19344,400.19858388163146
1057,19345,319.3794072532754
1058,19346,270.29334978328995
1059,19347,223.3337384424737
1060,19348,187.98068256254072
1061,19349,168.27371860291586
1062,19350,180.93994119840207
1063,19351,209.84254009118965
1064,19352,241.6467778491983
1065,19353,312.2604354295353
1066,19354,443.21822480251564
1067,19355,491.3655167572827
1068,19356,496.5713982507673
1069,19357,439.1786883430907
1070,19358,469.58900154819935
1071,19359,463.65771033840963
1072,19360,451.82357535868556
1073,19361,462.3491281050746
