ID,Count
19076,333.7765102
19077,311.5450545
19078,312.6753009
19079,305.2844722
19080,424.9944309
19081,339.1677904
19082,287.0404169
19083,237.1712417
19084,199.6277509
19085,178.6997659
19086,192.1507732
19087,222.8441441
19088,256.6189361
19089,331.6077352
19090,470.6795196
19091,521.8099627
19092,527.3383947
19093,466.3896981
19094,498.6841995
19095,492.3854123
19096,479.8180478
19097,490.9957518
19098,503.0797561
19099,533.818442
19100,512.9810871
19101,478.813565
19102,480.5506406
19103,469.1916766
19104,415.3473794
19105,331.4689386
19106,280.524817
19107,231.7876343
19108,195.0963522
19109,174.6434167
19110,187.7890963
19111,217.7857509
19112,250.7938808
19113,324.080491
19114,459.9954512
19115,509.9652721
19116,515.3682128
19117,455.8030054
19118,487.3644462
19119,481.2086366
19120,468.9265418
19121,479.8505204
19122,491.6602269
19123,521.701168
19124,501.3368052
19125,467.94486
19126,469.6425053
19127,458.5413811
19128,430.2822369
19129,343.3877363
19130,290.6117909
19131,240.1221404
19132,202.1115312
19133,180.9231591
19134,194.5415246
19135,225.6167842
19136,259.8118042
19137,335.7336184
19138,476.5357422
19139,528.3023534
19140,533.8995704
19141,472.1925465
19142,504.8888581
19143,498.5117009
19144,485.7879726
19145,497.1047502
19146,509.3391044
19147,540.4602429
19148,519.3636284
19149,484.7709919
19150,486.5296803
19151,475.0293874
19152,410.912675
19153,327.9298125
19154,277.5296262
19155,229.3128151
19156,193.0132895
19157,172.7787319
19158,185.7840538
19159,215.4604313
19160,248.1161301
19161,320.620252
19162,455.0840351
19163,504.5203233
19164,509.8655763
19165,450.9363524
19166,482.1608086
19167,476.0707252
19168,463.9197675
19169,474.7271097
19170,486.4107229
19171,516.1309138
19172,495.9839834
19173,462.9485672
19174,464.6280866
19175,453.6454902
19176,396.4853353
19177,316.4160407
19178,267.7854289
19179,221.261533
19180,186.236501
19181,166.7123884
19182,179.2610873
19183,207.8955129
19184,239.4046546
19185,309.3631223
19186,439.1058179
19187,486.8063745
19188,491.9639531
19189,435.1037623
19190,465.231913
19191,459.3556553
19192,447.6313236
19193,458.0592148
19194,469.3326108
19195,498.0093117
19196,478.5697496
19197,446.6942225
19198,448.3147732
19199,437.717781
19200,281.1931832
19201,224.4068715
19202,189.9173323
19203,156.9219067
19204,132.0816431
19205,118.2348576
19206,127.1345779
19207,147.4425303
19208,169.7892731
19209,219.4048389
19210,311.4202511
19211,345.2501816
19212,348.9080116
19213,308.5819349
19214,329.9492588
19215,325.7817312
19216,317.4666641
19217,324.8622767
19218,332.8575335
19219,353.1954681
19220,339.4086471
19221,316.8020584
19222,317.9513765
19223,310.4358351
19224,280.2403205
19225,223.6464372
19226,189.2737706
19227,156.3901547
19228,131.6340658
19229,117.8342021
19230,126.7037645
19231,146.9429005
19232,169.2139183
19233,218.6613547
19234,310.3649597
19235,344.0802527
19236,347.7256877
19237,307.5362616
19238,328.8311793
19239,324.6777739
19240,316.3908836
19241,323.7614351
19242,331.7295989
19243,351.9986155
19244,338.2585131
19245,315.72853
19246,316.8739535
19247,309.3838795
19248,428.7076794
19249,342.131157
19250,289.5483378
19251,239.2434471
19252,201.3719324
19253,180.2610962
19254,193.8296272
19255,224.7911713
19256,258.8610593
19257,334.5050483
19258,474.7919265
19259,526.369105
19260,531.9458398
19261,470.4646241
19262,503.0412881
19263,496.6874673
19264,484.0102996
19265,495.2856651
19266,507.4752494
19267,538.4825044
19268,517.46309
19269,482.9970404
19270,484.7492932
19271,473.291084
19272,419.060628
19273,334.4323052
19274,283.0327379
19275,233.8598397
19276,196.8405338
19277,176.2047469
19278,189.4679502
19279,219.7327781
19280,253.036004
19281,326.9778041
19282,464.1078582
19283,514.5244144
19284,519.975658
19285,459.8779314
19286,491.7215347
19287,485.5106916
19288,473.1187936
19289,484.1404337
19290,496.0557202
19291,526.3652304
19292,505.8188081
19293,472.1283354
19294,473.8411579
19295,462.6407885
19296,433.9954854
19297,346.3511029
19298,293.1197118
19299,242.1943458
19300,203.8557128
19301,182.4844893
19302,196.2203785
19303,227.5638114
19304,262.0539274
19305,338.6309315
19306,480.6481491
19307,532.8614957
19308,538.5070156
19309,476.2674725
19310,509.2459466
19311,502.8137559
19312,489.9802244
19313,501.3946635
19314,513.7345977
19315,545.1243053
19316,523.8456313
19317,488.9544673
19318,490.7283329
19319,479.1287947
19320,414.6259236
19321,330.8931791
19322,280.0375471
19323,231.3850206
19324,194.7574711
19325,174.3400622
19326,187.4629078
19327,217.4074584
19328,250.3582533
19329,323.5175652
19330,459.196442
19331,509.0794655
19332,514.4730214
19333,455.0112784
19334,486.5178971
19335,480.3727802
19336,468.1120193
19337,479.017023
19338,490.8062161
19339,520.7949763
19340,500.4659863
19341,467.1320426
19342,468.8267391
19343,457.7448976
19344,400.1985839
19345,319.3794073
19346,270.2933498
19347,223.3337384
19348,187.9806826
19349,168.2737186
19350,180.9399412
19351,209.8425401
19352,241.6467778
19353,312.2604354
19354,443.2182248
19355,491.3655168
19356,496.5713983
19357,439.1786883
19358,469.5890015
19359,463.6577103
19360,451.8235754
19361,462.3491281
19362,473.728104
19363,502.6733741
19364,483.0517525
19365,450.877698
19366,452.5134258
19367,441.8171884
19368,284.9064317
19369,227.3702381
19370,192.4252531
19371,158.9941121
19372,133.8258246
19373,119.7961878
19374,128.8134318
19375,149.3895574
19376,172.0313964
19377,222.302152
19378,315.532658
19379,349.8093239
19380,353.5154568
19381,312.6568609
19382,334.3063474
19383,330.0837862
19384,321.6589159
19385,329.15219
19386,337.2530268
19387,357.8595305
19388,343.89065
19389,320.9855338
19390,322.1500291
19391,314.5352425
19392,283.953569
19393,226.6098038
19394,191.7816915
19395,158.4623601
19396,133.3782474
19397,119.3955324
19398,128.3826184
19399,148.8899276
19400,171.4560415
19401,221.5586678
19402,314.4773666
19403,348.639395
19404,352.3331328
19405,311.6111876
19406,333.1882679
19407,328.9798289
19408,320.5831354
19409,328.0513484
19410,336.1250922
19411,356.6626779
19412,342.740516
19413,319.9120054
19414,321.0726061
19415,313.4832869
19416,432.420928
19417,345.0945236
19418,292.0562587
19419,241.3156526
19420,203.116114
19421,181.8224264
19422,195.5084811
19423,226.7381984
19424,261.1031826
19425,337.4023615
19426,478.9043334
19427,530.9282473
19428,536.553285
19429,474.5395501
19430,507.3983767
19431,500.9895223
19432,488.2025514
19433,499.5755784
19434,511.8707427
19435,543.1465668
19436,521.9450929
19437,487.1805159
19438,488.9479458
19439,477.3904913
19440,422.7738765
19441,337.3956718
19442,285.5406588
19443,235.9320451
19444,198.5847154
19445,177.7660771
19446,191.1468042
19447,221.6798052
19448,255.2781272
19449,329.8751172
19450,468.2202651
19451,519.0835567
19452,524.5831031
19453,463.9528575
19454,496.0786233
19455,489.8127466
19456,477.3110454
19457,488.430347
19458,500.4512135
19459,531.0292928
19460,510.300811
19461,476.3118109
19462,478.0398105
19463,466.7401959
19464,437.708734
19465,349.3144695
19466,295.6276326
19467,244.2665513
19468,205.5998944
19469,184.0458195
19470,197.8992325
19471,229.5108385
19472,264.2960507
19473,341.5282447
19474,484.7605561
19475,537.420638
19476,543.1144607
19477,480.3423985
19478,513.6030352
19479,507.1158109
19480,494.1724762
19481,505.6845768
19482,518.130091
19483,549.7883677
19484,528.3276342
19485,493.1379428
19486,494.9269855
19487,483.2282021
19488,418.3391721
19489,333.8565457
19490,282.545468
19491,233.457226
19492,196.5016526
19493,175.9013924
19494,189.1417617
19495,219.3544856
19496,252.6003766
19497,326.4148783
19498,463.3088489
19499,513.6386078
19500,519.0804666
19501,459.0862044
19502,490.8749857
19503,484.6748352
19504,472.3042711
19505,483.3069363
19506,495.2017094
19507,525.4590387
19508,504.9479892
19509,471.3155181
19510,473.0253917
19511,461.8443049
19512,403.9118324
19513,322.3427739
19514,272.8012707
19515,225.4059439
19516,189.7248641
19517,169.8350488
19518,182.6187951
19519,211.7895672
19520,243.8889011
19521,315.1577485
19522,447.3306317
19523,495.924659
19524,501.1788434
19525,443.2536144
19526,473.9460901
19527,467.9597653
19528,456.0158272
19529,466.6390414
19530,478.1235973
19531,507.3374365
19532,487.5337554
19533,455.0611734
19534,456.7120784
19535,445.9165958
19536,288.6196803
19537,230.3336047
19538,194.933174
19539,161.0663175
19540,135.5700062
19541,121.357518
19542,130.4922858
19543,151.3365846
19544,174.2735196
19545,225.1994651
19546,319.6450649
19547,354.3684662
19548,358.1229019
19549,316.731787
19550,338.663436
19551,334.3858412
19552,325.8511677
19553,333.4421033
19554,341.6485201
19555,362.5235929
19556,348.3726529
19557,325.1690093
19558,326.3486817
19559,318.6346499
19560,287.6668176
19561,229.5731704
19562,194.2896124
19563,160.5345655
19564,135.122429
19565,120.9568626
19566,130.0614724
19567,150.8369548
19568,173.6981648
19569,224.4559809
19570,318.5897736
19571,353.1985373
19572,356.940578
19573,315.6861136
19574,337.5453564
19575,333.2818839
19576,324.7753872
19577,332.3412617
19578,340.5205855
19579,361.3267403
19580,347.2225189
19581,324.0954809
19582,325.2712587
19583,317.5826943
19584,436.1341765
19585,348.0578902
19586,294.5641796
19587,243.387858
19588,204.8602956
19589,183.3837566
19590,197.1873351
19591,228.6852255
19592,263.3453058
19593,340.2996746
19594,483.0167404
19595,535.4873896
19596,541.1607301
19597,478.6144761
19598,511.7554652
19599,505.2915773
19600,492.3948032
19601,503.8654917
19602,516.266236
19603,547.8106293
19604,526.4270958
19605,491.3639914
19606,493.1465983
19607,481.4898987
19608,426.487125
19609,340.3590384
19610,288.0485797
19611,238.0042506
19612,200.3288969
19613,179.3274073
19614,192.8256581
19615,223.6268324
19616,257.5202505
19617,332.7724303
19618,472.332672
19619,523.642699
19620,529.1905483
19621,468.0277835
19622,500.4357119
19623,494.1148016
19624,481.5032972
19625,492.7202603
19626,504.8467068
19627,535.6933552
19628,514.782814
19629,480.4952863
19630,482.238463
19631,470.8396033
19632,441.4219825
19633,352.2778361
19634,298.1355535
19635,246.3387567
19636,207.344076
19637,185.6071497
19638,199.5780864
19639,231.4578657
19640,266.5381739
19641,344.4255578
19642,488.872963
19643,541.9797803
19644,547.7219059
19645,484.4173246
19646,517.9601238
19647,511.4178659
19648,498.364728
19649,509.9744901
19650,522.5255843
19651,554.4524301
19652,532.8096371
19653,497.3214183
19654,499.1256381
19655,487.3276095
19656,422.0524207
19657,336.8199123
19658,285.0533889
19659,235.5294314
19660,198.2458342
19661,177.4627226
19662,190.8206157
19663,221.3015127
19664,254.8424998
19665,329.3121914
19666,467.4212558
19667,518.1977501
19668,523.6879117
19669,463.1611304
19670,495.2320743
19671,488.9768902
19672,476.4965229
19673,487.5968496
19674,499.5972027
19675,530.1231011
19676,509.4299921
19677,475.4989935
19678,477.2240443
19679,465.9437123
19680,407.625081
19681,325.3061405
19682,275.3091916
19683,227.4781493
19684,191.4690457
19685,171.396379
19686,184.2976491
19687,213.7365944
19688,246.1310243
19689,318.0550617
19690,451.4430386
19691,500.4838013
19692,505.7862885
19693,447.3285404
19694,478.3031787
19695,472.2618203
19696,460.2080789
19697,470.9289547
19698,482.5190906
19699,512.0014989
19700,492.0157583
19701,459.2446489
19702,460.9107309
19703,450.0160032
19704,292.3329288
19705,233.2969713
19706,197.4410949
19707,163.138523
19708,137.3141878
19709,122.9188483
19710,132.1711397
19711,153.2836117
19712,176.5156429
19713,228.0967782
19714,323.7574719
19715,358.9276085
19716,362.730347
19717,320.806713
19718,343.0205245
19719,338.6878962
19720,330.0434195
19721,337.7320166
19722,346.0440134
19723,367.1876554
19724,352.8546558
19725,329.3524847
19726,330.5473343
19727,322.7340573
19728,291.3800661
19729,232.536537
19730,196.7975333
19731,162.606771
19732,136.8666105
19733,122.5181928
19734,131.7403263
19735,152.7839819
19736,175.940288
19737,227.353294
19738,322.7021805
19739,357.7576796
19740,361.5480231
19741,319.7610396
19742,341.902445
19743,337.5839389
19744,328.967639
19745,336.631175
19746,344.9160788
19747,365.9908028
19748,351.7045218
19749,328.2789563
19750,329.4699113
19751,321.6821017
19752,439.847425
19753,351.0212568
19754,297.0721004
19755,245.4600634
19756,206.6044772
19757,184.9450868
19758,198.866189
19759,230.6322527
19760,265.5874291
19761,343.1969877
19762,487.1291473
19763,540.0465319
19764,545.7681753
19765,482.6894022
19766,516.1125538
19767,509.5936323
19768,496.587055
19769,508.155405
19770,520.6617293
19771,552.4746917
19772,530.9090987
19773,495.5474668
19774,497.3452509
19775,485.5893061
19776,430.2003736
19777,343.322405
19778,290.5565005
19779,240.076456
19780,202.0730785
19781,180.8887375
19782,194.5045121
19783,225.5738595
19784,259.7623737
19785,335.6697434
19786,476.4450789
19787,528.2018412
19788,533.7979934
19789,472.1027095
19790,504.7928004
19791,498.4168566
19792,485.695549
19793,497.0101736
19794,509.2422001
19795,540.3574176
19796,519.2648169
19797,484.6787618
19798,486.4371156
19799,474.9390107
19800,445.1352311
19801,355.2412027
19802,300.6434744
19803,248.4109621
19804,209.0882575
19805,187.1684799
19806,201.2569404
19807,233.4048928
19808,268.7802972
19809,347.3228709
19810,492.9853699
19811,546.5389226
19812,552.329351
19813,488.4922506
19814,522.3172123
19815,515.7199209
19816,502.5569798
19817,514.2644034
19818,526.9210776
19819,559.1164925
19820,537.29164
19821,501.5048937
19822,503.3242906
19823,491.4270169
19824,425.7656692
19825,339.7832789
19826,287.5613098
19827,237.6016369
19828,199.9900158
19829,179.0240528
19830,192.4994696
19831,223.2485399
19832,257.084623
19833,332.2095045
19834,471.5336627
19835,522.7568924
19836,528.2953568
19837,467.2360565
19838,499.5891628
19839,493.2789452
19840,480.6887747
19841,491.8867629
19842,503.992696
19843,534.7871635
19844,513.911995
19845,479.682469
19846,481.4226969
19847,470.0431197
19848,411.3383295
19849,328.2695071
19850,277.8171124
19851,229.5503547
19852,193.2132273
19853,172.9577092
19854,185.976503
19855,215.6836215
19856,248.3731476
19857,320.9523748
19858,455.5554456
19859,505.0429436
